topic,sub_step,name,difficulty,link
Graphs,Shortest Path Algorithms and Problems,Bellman Ford Algorithm,Hard,https://takeuforward.org/data-structure/bellman-ford-algorithm-g-41/
Graphs,Shortest Path Algorithms and Problems,Floyd warshall algorithm,Hard,https://takeuforward.org/data-structure/floyd-warshall-algorithm-g-42/
Graphs,Shortest Path Algorithms and Problems,Find the city with the smallest number of neighbors,Hard,https://leetcode.com/problems/find-the-city-with-the-smallest-number-of-neighbors-at-a-threshold-distance/
Graphs,MinimumSpanningTree/Disjoint Set and Problems,MST theory,Easy,https://takeuforward.org/data-structure/minimum-spanning-tree-theory-g-44/
Graphs,MinimumSpanningTree/Disjoint Set and Problems,Prim's Algorithm,Hard,https://takeuforward.org/data-structure/prims-algorithm-minimum-spanning-tree-c-and-java-g-45/
Graphs,MinimumSpanningTree/Disjoint Set and Problems,Disjoint Set,Hard,https://takeuforward.org/data-structure/disjoint-set-union-by-rank-union-by-size-path-compression-g-46/
Graphs,MinimumSpanningTree/Disjoint Set and Problems,Find the MST weight,Hard,https://takeuforward.org/data-structure/prims-algorithm-minimum-spanning-tree-c-and-java-g-45/
Graphs,MinimumSpanningTree/Disjoint Set and Problems,Number of operations to make network connected,Hard,https://leetcode.com/problems/number-of-operations-to-make-network-connected/
Graphs,MinimumSpanningTree/Disjoint Set and Problems,Most stones removed with same row or column,Medium,https://leetcode.com/problems/most-stones-removed-with-same-row-or-column/
Graphs,MinimumSpanningTree/Disjoint Set and Problems,Accounts merge,Hard,https://leetcode.com/problems/accounts-merge/
Graphs,MinimumSpanningTree/Disjoint Set and Problems,Number of islands II,Hard,https://leetcode.com/problems/number-of-islands-ii/
Graphs,MinimumSpanningTree/Disjoint Set and Problems,Making a large island,Hard,https://leetcode.com/problems/making-a-large-island/
Graphs,MinimumSpanningTree/Disjoint Set and Problems,Swim in Rising Water,Medium,https://leetcode.com/problems/swim-in-rising-water/
Graphs,Other Algorithms,Bridges in graph,Hard,https://leetcode.com/problems/critical-connections-in-a-network/discuss/382385/find-bridges-in-a-graph
Graphs,Other Algorithms,Articulation point in graph,Hard,https://takeuforward.org/data-structure/articulation-point-in-graph-g-56/
Graphs,Other Algorithms,Kosaraju's algorithm,Hard,https://leetcode.com/problems/maximum-number-of-non-overlapping-substrings/discuss/766485/kosaraju-algorithm-on
Dynamic Programming,Introduction to DP,Introduction to DP,Easy,https://takeuforward.org/data-structure/dynamic-programming-introduction/
Dynamic Programming,1D DP,Climbing stairs,Medium,https://leetcode.com/problems/climbing-stairs/
Dynamic Programming,1D DP,Frog Jump,Medium,https://takeuforward.org/data-structure/dynamic-programming-frog-jump-dp-3/
Dynamic Programming,1D DP,Frog jump with K distances,Medium,https://takeuforward.org/data-structure/dynamic-programming-frog-jump-with-k-distances-dp-4/
Dynamic Programming,1D DP,Maximum sum of non adjacent elements,Medium,https://leetcode.com/problems/house-robber/
Dynamic Programming,1D DP,House robber,Medium,https://leetcode.com/problems/house-robber-ii/
Dynamic Programming,2D/3D DP and DP on Grids,Ninja's training,Medium,https://takeuforward.org/data-structure/dynamic-programming-ninjas-training-dp-7/
Dynamic Programming,2D/3D DP and DP on Grids,Grid Unique Paths : DP on Grids (DP8),Medium,https://leetcode.com/problems/unique-paths/
Dynamic Programming,2D/3D DP and DP on Grids,Unique paths II,Medium,https://leetcode.com/problems/unique-paths-ii/
Dynamic Programming,2D/3D DP and DP on Grids,Minimum Falling Path Sum,Medium,https://leetcode.com/problems/minimum-path-sum/
Dynamic Programming,2D/3D DP and DP on Grids,Triangle,Medium,https://leetcode.com/problems/triangle/
Dynamic Programming,2D/3D DP and DP on Grids,Ninja and his Friends,Medium,https://takeuforward.org/data-structure/3-d-dp-ninja-and-his-friends-dp-13/
Dynamic Programming,DP on Subsequences,Subset sum equal to target (DP- 14),Hard,https://takeuforward.org/data-structure/subset-sum-equal-to-target-dp-14/
Dynamic Programming,DP on Subsequences,Partition equal subset sum,Hard,https://leetcode.com/problems/partition-equal-subset-sum/
Dynamic Programming,DP on Subsequences,Partition a set into two subsets with minimum absolute sum difference,Hard,https://leetcode.com/problems/partition-array-into-two-arrays-to-minimize-sum-difference/
Dynamic Programming,DP on Subsequences,Count subsets with sum K,Hard,https://takeuforward.org/data-structure/count-subsets-with-sum-k-dp-17/
Dynamic Programming,DP on Subsequences,Count partitions with given difference,Hard,https://takeuforward.org/data-structure/count-partitions-with-given-difference-dp-18/
Dynamic Programming,DP on Subsequences,Assign Cookies,Easy,https://leetcode.com/problems/assign-cookies/
Dynamic Programming,DP on Subsequences,Minimum Coins (DP - 20),Hard,https://leetcode.com/problems/coin-change/
Dynamic Programming,DP on Subsequences,Target sum,Hard,https://leetcode.com/problems/target-sum/
Dynamic Programming,DP on Subsequences,Coin Change 2 (DP - 22),Hard,https://leetcode.com/problems/coin-change-2/
Dynamic Programming,DP on Subsequences,Unbounded knapsack,Hard,https://takeuforward.org/data-structure/unbounded-knapsack-dp-23/
Dynamic Programming,DP on Subsequences,Rod Cutting Problem | (DP - 24),Hard,https://takeuforward.org/data-structure/rod-cutting-problem-dp-24/
Dynamic Programming,DP on Strings,Longest common subsequence,Hard,https://takeuforward.org/data-structure/print-longest-common-subsequence-dp-26/
Dynamic Programming,DP on Strings,Print Longest Common Subsequence | (DP - 26),Hard,https://takeuforward.org/data-structure/print-longest-common-subsequence-dp-26/
Dynamic Programming,DP on Strings,Longest common substring,Hard,https://takeuforward.org/data-structure/longest-common-substring-dp-27/
Dynamic Programming,DP on Strings,Longest palindromic subsequence,Hard,https://leetcode.com/problems/longest-palindromic-subsequence/
Dynamic Programming,DP on Strings,Minimum insertions to make string palindrome | DP-29,Hard,https://leetcode.com/problems/minimum-insertion-steps-to-make-a-string-palindrome/
Dynamic Programming,DP on Strings,Minimum insertions or deletions to convert string A to B,Hard,https://leetcode.com/problems/delete-operation-for-two-strings/
Dynamic Programming,DP on Strings,Shortest common supersequence,Hard,https://leetcode.com/problems/shortest-common-supersequence/
Dynamic Programming,DP on Strings,Distinct subsequences,Hard,https://leetcode.com/problems/distinct-subsequences/
Dynamic Programming,DP on Strings,Edit distance,Hard,https://leetcode.com/problems/edit-distance/
Dynamic Programming,DP on Strings,Wildcard matching,Hard,https://leetcode.com/problems/wildcard-matching/
Dynamic Programming,DP on Stocks,Best time to buy and sell stock,Medium,https://leetcode.com/problems/best-time-to-buy-and-sell-stock/
Dynamic Programming,DP on Stocks,Best time to buy and sell stock II,Medium,https://leetcode.com/problems/best-time-to-buy-and-sell-stock-ii/
Dynamic Programming,DP on Stocks,Best time to buy and sell stock III,Medium,https://leetcode.com/problems/best-time-to-buy-and-sell-stock-iii/description/
Dynamic Programming,DP on Stocks,Best time to buy and sell stock IV,Medium,https://leetcode.com/problems/best-time-to-buy-and-sell-stock-iv/
Dynamic Programming,DP on Stocks,Best Time to Buy and Sell Stock with Cooldown,Medium,https://leetcode.com/problems/best-time-to-buy-and-sell-stock-with-cooldown/
Dynamic Programming,DP on Stocks,Best time to buy and sell stock with transaction fees,Medium,https://leetcode.com/problems/best-time-to-buy-and-sell-stock-with-transaction-fee/
Dynamic Programming,DP on LIS,Longest Increasing Subsequence,Medium,https://takeuforward.org/data-structure/longest-increasing-subsequence-binary-search-dp-43/
Dynamic Programming,DP on LIS,Print Longest Increasing Subsequence,Medium,https://takeuforward.org/data-structure/printing-longest-increasing-subsequence-dp-42/
Dynamic Programming,DP on LIS,Longest Increasing Subsequence |(DP-43),Medium,https://takeuforward.org/data-structure/longest-increasing-subsequence-binary-search-dp-43/
Dynamic Programming,DP on LIS,Largest Divisible Subset,Medium,https://leetcode.com/problems/largest-divisible-subset/
Dynamic Programming,DP on LIS,Longest String Chain,Medium,https://leetcode.com/problems/longest-string-chain/
Dynamic Programming,DP on LIS,Longest Bitonic Subsequence,Medium,https://takeuforward.org/data-structure/longest-bitonic-subsequence-dp-46/
Dynamic Programming,DP on LIS,Number of Longest Increasing Subsequences,Medium,https://leetcode.com/problems/number-of-longest-increasing-subsequence/
Dynamic Programming,MCM DP | Partition DP,Matrix chain multiplication,Hard,https://takeuforward.org/dynamic-programming/matrix-chain-multiplication-dp-48/
Dynamic Programming,MCM DP | Partition DP,Matrix Chain Multiplication | Bottom-Up|(DP-49),Hard,https://takeuforward.org/data-structure/matrix-chain-multiplication-tabulation-method-dp-49/
Dynamic Programming,MCM DP | Partition DP,Minimum cost to cut the stick,Hard,https://leetcode.com/problems/minimum-cost-to-cut-a-stick/
Dynamic Programming,MCM DP | Partition DP,Burst balloons,Hard,https://leetcode.com/problems/burst-balloons/
Dynamic Programming,MCM DP | Partition DP,Different Ways to Evaluate a Boolean Expression,Medium,https://leetcode.com/problems/parsing-a-boolean-expression/
Dynamic Programming,MCM DP | Partition DP,Palindrome partitioning II,Hard,https://leetcode.com/problems/palindrome-partitioning-ii/
Dynamic Programming,MCM DP | Partition DP,Partition Array for Maximum Sum,Medium,https://leetcode.com/problems/partition-array-for-maximum-sum/
Dynamic Programming,DP on Squares,Maximum Rectangle Area with all 1's|(DP-55),Hard,https://leetcode.com/problems/maximal-rectangle/
Dynamic Programming,DP on Squares,Count Square Submatrices with All Ones|(DP-56),Easy,https://leetcode.com/problems/count-square-submatrices-with-all-ones/
Tries,Theory,Trie Implementation and Operations,Hard,https://leetcode.com/problems/implement-trie-prefix-tree/
Tries,Problems,Trie Implementation and Advanced Operations,Hard,https://takeuforward.org/data-structure/implement-trie-ii/
Tries,Problems,Longest Word with All Prefixes,Medium,
Tries,Problems,Number of distinct substrings in a string,Medium,https://takeuforward.org/data-structure/number-of-distinct-substrings-in-a-string-using-trie/
Tries,Problems,Bit PreRequisites for TRIE Problems,Easy,
Tries,Problems,Maximum XOR of two numbers in an array,Hard,https://leetcode.com/problems/maximum-xor-of-two-numbers-in-an-array/
Tries,Problems,Maximum Xor with an element from an array,Hard,https://leetcode.com/problems/maximum-xor-with-an-element-from-array/
"Strings, advanced",Hard Problems,Minimum number of bracket reversals to make an expression balanced,Hard,https://leetcode.com/problems/minimum-add-to-make-parentheses-valid/
"Strings, advanced",Hard Problems,Count and say,Hard,https://leetcode.com/problems/count-and-say/
"Strings, advanced",Hard Problems,Hashing In Strings | Theory,Easy,https://takeuforward.org/data-structure/hashing-in-strings
"Strings, advanced",Hard Problems,Rabin Karp Algorithm,Hard,https://leetcode.com/problems/repeated-string-match/discuss/416144/Rabin-Karp-algorithm-C%2B%2B-implementation
"Strings, advanced",Hard Problems,Z function,Hard,
"Strings, advanced",Hard Problems,KMP Algorithm or LPS array,Hard,https://leetcode.com/problems/implement-strstr/
"Strings, advanced",Hard Problems,Shortest Palindrome,Hard,
"Strings, advanced",Hard Problems,Longest happy prefix,Hard,https://leetcode.com/problems/longest-happy-prefix/
"Strings, advanced",Hard Problems,Count Palindromic Subsequences,Medium,https://leetcode.com/problems/count-palindromic-subsequences/
